rule,confidence,lift
{'pancakes'} --> {'mineral water'},0.39009287925696595,1.893654753674592
{'frozen vegetables'} --> {'mineral water'},0.38839285714285715,1.8854022191400834
{'ground beef'} --> {'spaghetti'},0.41109530583214793,2.5996752055152696
{'spaghetti'} --> {'ground beef'},0.2436762225969646,2.599675205515269
{'ground beef'} --> {'mineral water'},0.43243243243243246,2.099186565205983
{'milk'} --> {'chocolate'},0.2619589977220957,1.871135698014969
{'chocolate'} --> {'milk'},0.21904761904761905,1.8711356980149692
{'milk'} --> {'spaghetti'},0.2949886104783599,1.8654423090958678
{'spaghetti'} --> {'milk'},0.21838111298482293,1.8654423090958678
{'milk'} --> {'mineral water'},0.39863325740318906,1.935112900015481
{'mineral water'} --> {'milk'},0.22653721682847897,1.935112900015481
{'french fries'} --> {'chocolate'},0.23943661971830985,1.7102615694164987
{'chocolate'} --> {'french fries'},0.22666666666666666,1.7102615694164989
{'french fries'} --> {'eggs'},0.2414486921529175,1.6892399171146282
{'eggs'} --> {'french fries'},0.22388059701492538,1.6892399171146282
{'french fries'} --> {'mineral water'},0.24949698189134809,1.211150397530816
{'eggs'} --> {'chocolate'},0.22294776119402984,1.5924840085287844
{'chocolate'} --> {'eggs'},0.2276190476190476,1.5924840085287846
{'chocolate'} --> {'spaghetti'},0.2733333333333333,1.7284991568296797
{'spaghetti'} --> {'chocolate'},0.24198988195615515,1.7284991568296795
{'chocolate'} --> {'mineral water'},0.35619047619047617,1.729079981507166
{'mineral water'} --> {'chocolate'},0.24207119741100325,1.7290799815071658
{'eggs'} --> {'spaghetti'},0.24813432835820895,1.5691462585890112
{'spaghetti'} --> {'eggs'},0.224283305227656,1.5691462585890112
{'eggs'} --> {'mineral water'},0.33675373134328357,1.6347268511809883
{'mineral water'} --> {'eggs'},0.2336569579288026,1.6347268511809883
{'spaghetti'} --> {'mineral water'},0.37015177065767285,1.7968532556197712
{'mineral water'} --> {'spaghetti'},0.2841423948220065,1.7968532556197714
